"ID" "RESPOND" "AGE" "INCOME" "SEX" "MARRIED" "FICO" "OWNHOME" "LOC" "CLIMATE" "BUY6" "BUY12" "BUY18" "VALUE24" "ORGSRC" "DISCBUY" "RETURN24" "COA6" "C1" "C2" "C3" "C4" "C5" "C6" "C7" "PURCHTOT"
"116140148" 0 36 60 "M" 0 681 0 "A" "10" 0 1 1 144 "C" 1 0 0 0 0 0 0 0 0 0 0
"123626737" 0 38 44 "M" 0 694 0 "A" "10" 0 0 0 246 "U" 1 0 0 0 0 0 0 0 0 0 0
"125861319" 1 32 29 "M" 0 650 1 "A" "10" 1 1 2 259 "D" 0 0 0 0 0 0 0 0 18 0 18
"131639869" 0 42 58 "F" 1 740 1 "A" "10" 0 0 0 179 "U" 0 0 0 0 0 0 0 0 0 0 0
"131708435" 0 43 40 "M" 1 670 1 "A" "10" 0 0 0 169 "C" 0 0 0 0 0 0 0 0 0 0 0
"132945321" 0 41 63 "M" 1 672 0 "A" "10" 0 0 0 109 "O" 0 0 0 0 0 0 0 0 0 0 0
"133982045" 0 41 27 "M" 1 690 0 "A" "10" 0 0 1 424 "U" 0 1 0 0 0 0 0 0 0 0 0
"134997670" 0 59 34 "M" 1 NA 1 "A" "10" 0 0 0 206 "R" 0 0 0 0 0 0 0 0 0 0 0
"135437527" 0 66 30 "M" 1 678 0 "A" "10" 0 0 0 146 "U" 0 0 0 0 0 0 0 0 0 0 0
"136538094" 0 36 21 "M" 1 708 0 "A" "10" 0 0 0 237 "U" 0 0 0 0 0 0 0 0 0 0 0
"139146708" 0 49 31 "F" 0 685 0 "A" "10" 0 0 0 64 "D" 1 0 0 0 0 0 0 0 0 0 0
"139686280" 0 33 54 "M" 0 670 0 "A" "10" 0 0 0 92 "O" 1 0 0 0 0 0 0 0 0 0 0
"140704971" 0 41 20 "M" 1 685 0 "A" "10" 0 0 1 359 "U" 0 0 0 0 0 0 0 0 0 0 0
"141760519" 1 23 69 "M" 1 742 1 "A" "10" 0 0 0 162 "" 0 0 0 0 0 0 0 0 32 0 32
"142319922" 0 35 67 "M" 0 677 1 "A" "10" 1 2 2 612 "P" 0 0 0 0 0 0 0 0 0 0 0
"143148575" 0 42 55 "M" 0 694 0 "A" "10" 0 0 0 180 "" 1 0 0 0 0 0 0 0 0 0 0
"144273383" 0 48 55 "M" 1 716 0 "A" "10" 0 0 0 188 "O" 0 0 0 0 0 0 0 0 0 0 0
"144436057" 0 43 59 "M" 1 688 0 "A" "10" 0 0 0 235 "U" 1 0 0 0 0 0 0 0 0 0 0
"145086383" 0 56 33 "F" 1 704 0 "A" "10" 1 1 1 417 "O" 1 0 0 0 0 0 0 0 0 0 0
"145999968" 0 27 53 "F" 1 694 0 "A" "10" 0 0 1 410 "P" 0 1 0 0 0 0 0 0 0 0 0
"146101851" 0 38 51 "M" 0 685 0 "A" "10" 0 0 0 84 "D" 0 0 0 0 0 0 0 0 0 0 0
"146793590" 0 58 31 "M" 0 687 0 "A" "10" 0 0 1 330 "U" 0 1 0 0 0 0 0 0 0 0 0
"149305210" 0 43 66 "F" 0 693 1 "A" "10" 0 0 0 164 "U" 1 0 0 0 0 0 0 0 0 0 0
"152559103" 0 50 73 "M" 1 691 0 "A" "10" 0 0 1 265 "R" 1 0 0 0 0 0 0 0 0 0 0
"155220239" 0 68 18 "M" 1 716 1 "A" "10" 0 0 0 98 "U" 1 0 0 0 0 0 0 0 0 0 0
"158032107" 0 31 69 "M" 0 678 0 "A" "10" 0 0 0 87 "C" 1 0 0 0 0 0 0 0 0 0 0
"162063984" 0 19 30 "M" 0 705 0 "A" "10" 1 1 1 137 "D" 0 0 0 0 0 0 0 0 0 0 0
"164375305" 0 52 30 "M" 1 716 0 "A" "10" 0 0 0 354 "" 0 0 0 0 0 0 0 0 0 0 0
"165272926" 0 34 64 "F" 1 697 0 "A" "10" 2 2 2 541 "U" 1 0 0 0 0 0 0 0 0 0 0
"165451394" 0 48 17 "F" 0 677 1 "A" "10" 0 1 2 726 "U" 1 0 0 0 0 0 0 0 0 0 0
"168866958" 0 NA NA "" NA 719 NA "A" "10" 0 0 0 199 "C" 0 0 0 0 0 0 0 0 0 0 0
"169485576" 0 27 57 "M" 0 694 0 "A" "10" 0 0 0 64 "D" 0 0 0 0 0 0 0 0 0 0 0
"170581890" 0 34 72 "M" 1 680 0 "A" "10" 0 0 0 207 "U" 0 0 0 0 0 0 0 0 0 0 0
"172613363" 0 60 18 "M" 0 695 1 "A" "10" 0 0 0 120 "D" 0 0 0 0 0 0 0 0 0 0 0
"176682761" 0 49 67 "F" 1 710 1 "A" "10" 0 0 0 187 "U" 0 0 0 0 0 0 0 0 0 0 0
"177644911" 0 52 57 "M" 1 715 0 "A" "10" 0 0 0 195 "P" 0 0 1 0 0 0 0 0 0 0 0
"181934922" 0 41 67 "F" 0 739 0 "A" "10" 0 0 0 236 "O" 1 0 0 0 0 0 0 0 0 0 0
"181951661" 0 34 68 "M" 0 687 0 "A" "10" 1 1 1 151 "R" 0 0 0 0 0 0 0 0 0 0 0
"185569831" 0 54 67 "M" 0 739 0 "A" "10" 0 0 0 339 "R" 0 1 0 0 0 0 0 0 0 0 0
"186462838" 0 35 34 "M" 0 698 0 "A" "10" 0 1 1 310 "D" 0 0 0 0 0 0 0 0 0 0 0
"186991556" 0 64 63 "M" 1 675 0 "A" "10" 0 0 0 226 "O" 1 0 0 0 0 0 0 0 0 0 0
"190331881" 0 43 70 "M" 1 668 0 "A" "10" 0 0 0 98 "O" 0 0 0 0 0 0 0 0 0 0 0
"191959976" 0 59 31 "M" 1 701 0 "A" "10" 0 0 0 204 "O" 1 0 0 0 0 0 0 0 0 0 0
"195346071" 0 52 52 "M" 1 692 0 "A" "10" 0 0 0 216 "O" 0 0 0 0 0 0 0 0 0 0 0
"196574890" 0 71 69 "F" 0 693 1 "A" "10" 0 0 0 65 "D" 0 0 0 0 0 0 0 0 0 0 0
"196971969" 0 46 64 "F" 1 632 1 "A" "10" 0 0 0 124 "D" 0 0 0 0 0 0 0 0 0 0 0
"197916923" 0 47 17 "M" 0 716 0 "A" "10" 0 0 0 76 "R" 1 0 0 0 0 0 0 0 0 0 0
"198699039" 0 50 37 "M" 1 678 0 "A" "10" 0 1 1 425 "C" 1 0 0 0 0 0 0 0 0 0 0
"199332947" 0 50 44 "F" 1 698 1 "A" "10" 0 0 0 173 "O" 0 0 0 0 0 0 0 0 0 0 0
"202776171" 0 36 39 "F" 0 710 0 "A" "10" 0 0 1 316 "O" 1 0 0 0 0 0 0 0 0 0 0
"205208842" 0 40 31 "F" 1 684 0 "A" "10" 0 1 1 434 "C" 1 0 0 0 0 0 0 0 0 0 0
"206238523" 0 33 67 "M" 0 670 0 "A" "10" 0 0 0 211 "D" 0 0 0 0 0 0 0 0 0 0 0
"207355242" 0 49 31 "M" 1 705 0 "A" "10" 0 0 0 104 "O" 0 0 0 0 0 0 0 0 0 0 0
"207848255" 0 43 74 "F" 1 737 0 "A" "10" 1 1 1 205 "C" 1 0 0 0 0 0 0 0 0 0 0
"209753891" 0 43 50 "F" 1 685 0 "A" "10" 1 2 2 572 "D" 0 0 0 0 0 0 0 0 0 0 0
"211502697" 0 51 34 "M" 1 714 0 "A" "10" 0 0 0 114 "P" 0 0 0 0 0 0 0 0 0 0 0
"211643470" 0 48 55 "F" 1 748 1 "A" "10" 1 1 1 234 "P" 1 0 0 0 0 0 0 0 0 0 0
"213480911" 0 56 30 "M" 1 705 0 "A" "10" 0 0 0 78 "R" 1 1 0 0 0 0 0 0 0 0 0
"216407532" 0 45 43 "M" 1 670 0 "A" "10" 0 0 0 206 "R" 1 0 0 0 0 0 0 0 0 0 0
"217723528" 0 28 82 "M" 0 715 0 "A" "10" 0 1 1 541 "D" 0 0 0 0 0 0 0 0 0 0 0
"222476794" 0 44 65 "M" 1 693 0 "A" "10" 0 0 0 127 "O" 1 0 0 0 0 0 0 0 0 0 0
"225395102" 0 44 55 "F" 1 688 0 "A" "10" 0 0 0 208 "D" 0 0 0 0 0 0 0 0 0 0 0
"225432802" 0 38 56 "M" 0 718 0 "A" "10" 0 0 0 243 "D" 0 0 0 0 0 0 0 0 0 0 0
"227703564" 0 42 60 "F" 0 719 0 "A" "10" 0 0 0 237 "O" 1 0 0 0 0 0 0 0 0 0 0
"227862715" 0 57 31 "F" 1 737 0 "A" "10" 1 1 1 398 "O" 0 0 0 0 0 0 0 0 0 0 0
"229032329" 0 60 34 "M" 1 722 0 "A" "10" 1 1 1 341 "D" 0 0 0 0 0 0 0 0 0 0 0
"230390868" 0 27 63 "M" 0 701 0 "A" "10" 0 0 0 219 "P" 1 0 0 0 0 0 0 0 0 0 0
"232008865" 0 47 53 "M" 1 666 0 "A" "10" 0 0 0 75 "O" 0 0 0 0 0 0 0 0 0 0 0
"232240961" 0 47 28 "M" 1 721 0 "A" "10" 0 0 0 169 "D" 0 0 0 0 0 0 0 0 0 0 0
"234105273" 0 48 42 "F" 0 769 0 "A" "10" 1 1 1 405 "C" 0 0 0 0 0 0 0 0 0 0 0
"235192211" 0 NA NA "" NA 642 NA "A" "10" 1 1 1 214 "U" 0 1 0 0 0 0 0 0 0 0 0
"236633065" 0 42 114 "F" 1 683 0 "A" "10" 0 0 0 231 "C" 1 0 0 0 0 0 0 0 0 0 0
"236814497" 0 44 76 "M" 1 672 0 "A" "10" 0 1 1 216 "R" 0 0 0 0 0 0 0 0 0 0 0
"236997251" 0 45 58 "F" 1 717 0 "A" "10" 0 0 0 227 "C" 0 0 0 0 0 0 0 0 0 0 0
"237751852" 0 28 68 "M" 0 669 1 "A" "10" 1 1 1 424 "D" 0 0 0 0 0 0 0 0 0 0 0
"243892061" 0 53 46 "F" 0 676 1 "A" "10" 0 0 0 110 "D" 1 0 0 0 0 0 0 0 0 0 0
"245750713" 0 18 57 "M" 0 632 0 "A" "10" 0 0 0 450 "O" 1 0 0 0 0 0 0 0 0 0 0
"246751860" 0 26 67 "M" 1 712 1 "A" "10" 0 1 1 429 "O" 0 0 0 0 0 0 0 0 0 0 0
"248569157" 0 44 61 "M" 1 718 0 "A" "10" 0 0 0 177 "" 0 0 0 0 0 0 0 0 0 0 0
"249846380" 0 35 36 "M" 0 649 0 "A" "10" 0 0 0 220 "O" 0 0 0 0 0 0 0 0 0 0 0
"250900688" 0 52 63 "M" 1 724 0 "A" "10" 0 0 0 120 "D" 0 0 0 0 0 0 0 0 0 0 0
"253350983" 0 44 52 "M" 1 679 0 "A" "10" 1 1 1 311 "C" 0 0 0 0 0 0 0 0 0 0 0
"253710835" 1 33 29 "M" 0 692 0 "A" "10" 0 0 0 63 "U" 1 0 0 0 0 0 3 0 0 0 3
"254162717" 0 NA NA "" NA 684 NA "A" "10" 0 0 0 236 "P" 0 0 0 0 0 0 0 0 0 0 0
"255909616" 0 55 50 "M" 1 680 0 "A" "10" 0 0 0 113 "" 0 0 0 0 0 0 0 0 0 0 0
"255949676" 0 42 72 "M" 1 693 0 "A" "10" 1 1 2 595 "" 0 0 0 0 0 0 0 0 0 0 0
"256764455" 0 39 46 "F" 0 717 1 "A" "10" 0 0 0 499 "O" 0 0 0 0 0 0 0 0 0 0 0
"256921513" 0 21 71 "F" 1 690 0 "A" "10" 0 0 0 144 "U" 1 0 0 0 0 0 0 0 0 0 0
"262070783" 1 31 52 "F" 0 722 0 "A" "10" 0 0 0 256 "U" 0 0 0 0 0 42 82 20 52 0 196
"262625786" 0 31 59 "M" 0 705 0 "A" "10" 0 0 0 160 "O" 0 0 0 0 0 0 0 0 0 0 0
"265355704" 0 42 39 "F" 1 770 0 "A" "10" 0 0 0 62 "C" 0 0 0 0 0 0 0 0 0 0 0
"271457924" 0 61 36 "M" 1 674 1 "A" "10" 0 0 0 182 "U" 0 0 0 0 0 0 0 0 0 0 0
"272274863" 0 61 67 "M" 0 719 0 "A" "10" 0 0 0 220 "C" 0 0 0 0 0 0 0 0 0 0 0
"273141690" 0 49 45 "M" 1 689 0 "A" "10" 0 0 0 154 "O" 0 0 0 0 0 0 0 0 0 0 0
"273870838" 0 20 28 "F" 0 678 0 "A" "10" 0 0 0 114 "P" 0 0 0 0 0 0 0 0 0 0 0
"274185688" 0 40 36 "F" 1 678 0 "A" "10" 1 1 1 209 "O" 0 0 0 0 0 0 0 0 0 0 0
"274781421" 0 63 70 "F" 1 749 0 "A" "10" 0 0 0 475 "U" 0 1 0 0 0 0 0 0 0 0 0
"275975617" 0 41 46 "M" 1 690 0 "A" "10" 1 1 1 409 "U" 0 0 0 0 0 0 0 0 0 0 0
"276027472" 0 51 62 "M" 1 688 1 "A" "10" 0 0 0 118 "C" 0 0 0 0 0 0 0 0 0 0 0
"276419977" 0 46 30 "M" 0 715 0 "A" "10" 0 0 0 476 "P" 0 0 0 0 0 0 0 0 0 0 0
"276838159" 0 33 55 "F" 0 703 0 "A" "10" 0 0 1 228 "R" 0 0 0 0 0 0 0 0 0 0 0
"277344462" 0 39 36 "F" 0 744 1 "A" "10" 0 0 0 98 "U" 0 0 0 0 0 0 0 0 0 0 0
"277456436" 0 50 45 "F" 1 735 1 "A" "10" 0 0 0 230 "U" 0 0 0 0 0 0 0 0 0 0 0
"278034670" 0 47 54 "F" 1 658 0 "A" "10" 0 1 1 455 "O" 0 0 0 0 0 0 0 0 0 0 0
"278727996" 0 40 71 "M" 1 730 0 "A" "10" 0 0 0 108 "R" 0 0 0 0 0 0 0 0 0 0 0
"282571585" 0 56 45 "M" 1 716 1 "A" "10" 0 0 0 145 "P" 0 0 0 0 0 0 0 0 0 0 0
"283816000" 0 47 84 "M" 0 684 0 "A" "10" 0 0 0 207 "D" 0 1 0 0 0 0 0 0 0 0 0
"285997949" 0 42 68 "M" 1 718 0 "A" "10" 0 0 0 239 "U" 1 0 0 0 0 0 0 0 0 0 0
"286065019" 0 46 70 "M" 1 681 0 "A" "10" 0 0 0 81 "O" 1 0 0 0 0 0 0 0 0 0 0
"286816687" 0 44 33 "M" 0 692 0 "A" "10" 0 0 0 236 "O" 0 0 0 0 0 0 0 0 0 0 0
"287158873" 0 45 66 "M" 1 679 0 "A" "10" 0 0 0 95 "" 0 0 0 0 0 0 0 0 0 0 0
"287431218" 0 46 44 "F" 1 710 1 "A" "10" 0 0 0 83 "D" 0 0 0 0 0 0 0 0 0 0 0
"288143568" 1 48 41 "M" 1 708 0 "A" "10" 1 1 1 121 "O" 0 0 0 0 0 0 9 0 0 0 9
"290754938" 0 41 33 "F" 0 681 0 "A" "10" 0 0 0 126 "D" 1 0 0 0 0 0 0 0 0 0 0
"293467228" 0 NA NA "" NA 728 NA "A" "10" 0 0 0 213 "O" 0 0 0 0 0 0 0 0 0 0 0
"293818125" 0 28 73 "F" 1 616 1 "A" "10" 0 0 0 232 "C" 0 0 0 0 0 0 0 0 0 0 0
"296733689" 1 50 52 "M" 1 724 0 "A" "10" 0 0 0 96 "P" 1 0 0 0 0 0 0 0 80 8 88
"298707517" 0 47 38 "M" 1 658 0 "A" "10" 0 0 0 253 "R" 0 0 0 0 0 0 0 0 0 0 0
"299092455" 0 39 16 "M" 0 695 0 "A" "10" 0 0 0 204 "P" 0 0 0 0 0 0 0 0 0 0 0
"300194833" 0 39 73 "M" 0 697 0 "A" "10" 0 0 0 163 "D" 0 0 0 0 0 0 0 0 0 0 0
"300441194" 0 49 47 "F" 1 700 1 "A" "10" 0 1 1 386 "C" 0 0 0 0 0 0 0 0 0 0 0
"301580415" 0 44 30 "M" 0 698 0 "A" "10" 0 0 0 251 "D" 0 0 0 0 0 0 0 0 0 0 0
"303904198" 0 51 66 "M" 1 704 0 "A" "10" 0 1 2 728 "U" 0 0 0 0 0 0 0 0 0 0 0
"305735253" 0 29 57 "F" 0 700 0 "A" "10" 0 0 0 101 "O" 0 0 0 0 0 0 0 0 0 0 0
"306345549" 0 29 20 "F" 1 777 0 "A" "10" 0 1 1 303 "D" 0 0 0 0 0 0 0 0 0 0 0
"309001973" 0 51 65 "F" 1 704 0 "A" "10" 0 0 0 71 "D" 0 0 0 0 0 0 0 0 0 0 0
"309568483" 0 45 66 "F" 1 714 0 "A" "10" 0 0 0 119 "P" 1 1 0 0 0 0 0 0 0 0 0
"311816496" 0 34 61 "M" 0 665 0 "A" "10" 0 1 1 297 "P" 1 0 0 0 0 0 0 0 0 0 0
"313187342" 0 33 81 "M" 0 699 0 "A" "10" 0 0 0 187 "C" 1 1 0 0 0 0 0 0 0 0 0
"314061790" 0 42 32 "M" 1 668 0 "A" "10" 0 0 0 132 "P" 0 1 0 0 0 0 0 0 0 0 0
"316138899" 0 51 33 "F" 1 712 0 "A" "10" 0 0 0 81 "P" 0 0 0 0 0 0 0 0 0 0 0
"318791932" 1 45 41 "M" 0 666 0 "A" "10" 0 0 0 236 "R" 0 0 0 0 0 0 0 0 11 0 11
"320256159" 0 41 75 "M" 1 690 0 "A" "10" 1 1 1 144 "R" 1 0 0 0 0 0 0 0 0 0 0
"320807634" 0 54 79 "M" 1 741 0 "A" "10" 0 0 0 88 "U" 0 0 0 0 0 0 0 0 0 0 0
"322059883" 0 38 51 "M" 0 665 0 "A" "10" 1 1 1 187 "O" 0 0 0 0 0 0 0 0 0 0 0
"322687828" 0 39 24 "M" 1 649 0 "A" "10" 0 0 0 493 "C" 0 0 0 0 0 0 0 0 0 0 0
"323514723" 0 62 53 "M" 0 NA 0 "A" "10" 0 0 0 245 "U" 0 0 0 0 0 0 0 0 0 0 0
"323598659" 0 46 68 "F" 1 705 0 "A" "10" 0 0 0 206 "P" 0 0 0 0 0 0 0 0 0 0 0
"324928071" 0 51 49 "M" 0 673 0 "A" "10" 0 0 0 203 "R" 0 0 0 0 0 0 0 0 0 0 0
"327277640" 0 20 45 "F" 0 669 0 "A" "10" 0 0 0 65 "U" 0 0 0 0 0 0 0 0 0 0 0
"328411031" 0 52 17 "F" 1 679 0 "A" "10" 0 0 1 163 "O" 0 0 0 0 0 0 0 0 0 0 0
"330402616" 0 32 42 "F" 0 664 1 "A" "10" 0 0 0 151 "" 1 0 0 0 0 0 0 0 0 0 0
"330669906" 1 51 17 "F" 1 676 0 "A" "10" 0 0 0 249 "D" 1 0 0 0 0 32 40 21 16 0 109
"330956652" 0 33 19 "M" 1 681 1 "A" "10" 0 0 0 99 "R" 0 1 0 0 0 0 0 0 0 0 0
"333148609" 0 NA NA "" NA 649 NA "A" "10" 0 0 0 184 "O" 0 0 0 0 0 0 0 0 0 0 0
"335068290" 0 30 51 "M" 0 686 0 "A" "10" 0 0 0 133 "U" 0 1 0 0 0 0 0 0 0 0 0
"338310569" 0 55 68 "F" 1 678 0 "A" "10" 0 0 0 487 "R" 1 0 0 0 0 0 0 0 0 0 0
"338939694" 0 40 45 "M" 1 719 0 "A" "10" 0 0 0 241 "O" 1 0 0 0 0 0 0 0 0 0 0
"340399875" 0 38 66 "M" 0 685 0 "A" "10" 0 0 0 218 "" 0 0 0 0 0 0 0 0 0 0 0
"341487783" 0 42 31 "F" 1 714 0 "A" "10" 0 1 2 700 "P" 0 0 0 0 0 0 0 0 0 0 0
"342749650" 0 42 34 "M" 0 658 0 "A" "10" 0 0 1 326 "O" 0 0 0 0 0 0 0 0 0 0 0
"344176080" 0 55 52 "M" 1 714 0 "A" "10" 0 1 1 316 "P" 1 0 0 0 0 0 0 0 0 0 0
"344710113" 0 49 67 "M" 0 684 0 "A" "10" 0 0 0 200 "R" 0 0 0 0 0 0 0 0 0 0 0
"347715732" 0 63 45 "M" 1 706 0 "A" "10" 0 0 0 210 "" 1 0 0 0 0 0 0 0 0 0 0
"349738151" 0 45 38 "M" 1 734 0 "A" "10" 0 0 0 206 "P" 0 0 0 0 0 0 0 0 0 0 0
"355133287" 0 19 67 "M" 0 633 0 "A" "10" 0 0 0 197 "C" 1 0 0 0 0 0 0 0 0 0 0
"357396364" 0 48 19 "M" 1 677 0 "A" "10" 0 0 0 225 "U" 1 0 0 0 0 0 0 0 0 0 0
"359209539" 0 42 52 "F" 1 674 0 "A" "10" 0 0 0 92 "P" 0 0 1 0 0 0 0 0 0 0 0
"368468659" 0 41 48 "M" 1 673 0 "A" "10" 0 0 0 165 "U" 0 0 0 0 0 0 0 0 0 0 0
"377103842" 0 49 31 "F" 1 713 0 "A" "10" 0 0 0 64 "R" 0 0 0 0 0 0 0 0 0 0 0
"377762716" 0 71 68 "M" 1 648 0 "A" "10" 0 0 0 214 "D" 0 0 0 0 0 0 0 0 0 0 0
"379682917" 0 44 38 "M" 0 711 1 "A" "10" 0 0 0 161 "U" 0 0 0 0 0 0 0 0 0 0 0
